seq,rei_id,risk_id,cause_id,acause,study_id,bundle_id,bundle_version_id,risk_type,risk_unit,ln_rr,ln_rr_se,ref_risk_lower,ref_risk_upper,alt_risk_lower,alt_risk_upper,cov_incidence,cov_age,cov_inc
380,102,drugs_alcohol,495,cvd_stroke_isch,526253,9023,0,continuous,gday,-0.0943106794712413,0.00560686395887124,0,0,0.142857142857143,14.8571428571429,1,0,0
381,102,drugs_alcohol,495,cvd_stroke_isch,526253,9023,0,continuous,gday,-0.0618754037180875,0.00809915773331128,0,0,15,29.8571428571429,1,0,0
382,102,drugs_alcohol,495,cvd_stroke_isch,526253,9023,0,continuous,gday,0.0392207131532813,0.00981282674178472,0,0,30,45,1,0,0
383,102,drugs_alcohol,495,cvd_stroke_isch,526263,9023,0,continuous,gday,-0.0100503358535015,0.0540418357296624,0,0,1,29,1,0,0
384,102,drugs_alcohol,495,cvd_stroke_isch,526263,9023,0,continuous,gday,0.398776119957368,0.146634171793214,0,0,30,45,1,0,0
385,102,drugs_alcohol,495,cvd_stroke_isch,525614,9023,0,continuous,gday,0.819779831493311,0.422648988018188,0,0,28.5714285714286,42.8571428571429,1,0,1
386,102,drugs_alcohol,495,cvd_stroke_isch,531206,9023,0,continuous,gday,-0.653926467406664,0.712152274798591,0.142857142857143,35.8571428571429,36,54,1,0,1
387,102,drugs_alcohol,495,cvd_stroke_isch,531206,9023,0,continuous,gday,0.46373401623214,0.230186831536594,0.142857142857143,35.8571428571429,36,54,1,0,1
388,102,drugs_alcohol,495,cvd_stroke_isch,531206,9023,0,continuous,gday,0.470003629245736,0.429792691243849,0.142857142857143,35.8571428571429,36,54,1,0,1
389,102,drugs_alcohol,495,cvd_stroke_isch,428498,9023,0,continuous,gday,0.2390169004705,0.0600655131498895,0.142857142857143,39.8571428571429,40,60,0,0,1
390,102,drugs_alcohol,495,cvd_stroke_isch,428498,9023,0,continuous,gday,-0.0202027073175195,0.0545946601405452,0.142857142857143,39.8571428571429,40,60,0,0,1
391,102,drugs_alcohol,495,cvd_stroke_isch,429710,9023,0,continuous,gday,-0.328504066972036,0.214591908295685,0,0.142857142857143,0,0,1,0,1
392,102,drugs_alcohol,495,cvd_stroke_isch,429710,9023,0,continuous,gday,-0.527632742082372,0.235122852170671,0,0.142857142857143,0.142857142857143,21.2857142857143,1,0,1
393,102,drugs_alcohol,495,cvd_stroke_isch,429710,9023,0,continuous,gday,-0.083381608939051,0.210102058407495,0,0.142857142857143,21.4285714285714,42.7142857142857,1,0,1
394,102,drugs_alcohol,495,cvd_stroke_isch,429710,9023,0,continuous,gday,-0.0618754037180875,0.225099280662876,0,0.142857142857143,42.8571428571429,64.1428571428571,1,0,1
395,102,drugs_alcohol,495,cvd_stroke_isch,429710,9023,0,continuous,gday,0.0295588022415444,0.215602905065962,0,0.142857142857143,64.2857142857143,96.4285714285714,1,0,1
396,102,drugs_alcohol,495,cvd_stroke_isch,356107,9023,0,continuous,gday,-0.0618754037180875,0.0780691865101983,0,0,1,14,0,0,1
397,102,drugs_alcohol,495,cvd_stroke_isch,356107,9023,0,continuous,gday,-0.105360515657826,0.0511915039444263,0,0,15,29,0,0,1
398,102,drugs_alcohol,495,cvd_stroke_isch,356107,9023,0,continuous,gday,0,0.0432549247908427,0,0,30,59,0,0,1
399,102,drugs_alcohol,495,cvd_stroke_isch,356107,9023,0,continuous,gday,0.0582689081239758,0.0434237627193539,0,0,60,90,0,0,1
400,102,drugs_alcohol,495,cvd_stroke_isch,356107,9023,0,continuous,gday,-0.105360515657826,0.0340641307715619,0,0,1.42857142857143,1.42857142857143,0,0,1
